"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","IT","Italy",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","LT","Lithuania",40.224605490,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","LU","Luxembourg",158.819676900,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","LV","Latvia",1.848643090,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","MT","Malta",67.066582210,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","NL","Netherlands",47.524746420,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","NO","Norway",66.288564730,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","PL","Poland",1.709722920,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","RO","Romania",1.283381000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","SE","Sweden",85.931745640,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","SI","Slovenia",57.445471680,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","SK","Slovakia",124.521113470,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","UK","United Kingdom",103.674829510,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","AT","Austria",72.895211900,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","BE","Belgium",80.677929540,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","BG","Bulgaria",3.151815590,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","CY","Cyprus",3.423816540,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","CZ","Czechia",198.894031510,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","DE","Germany",86.110986340,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","DK","Denmark",76.452612890,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","EE","Estonia",24.184900400,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","ES","Spain",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","EU27_21","EU (without UK)",57.122594000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","EU27_UK_21","EU (with UK until 2019)",62.949968000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","EUEEA30_21","EU/EEA (without UK)",56.910479000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","EUEEAUK_21","EU/EEA (with UK until 2019)",62.691710000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","FI","Finland",83.848814080,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","FR","France",45.697929640,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","HR","Croatia",32.967948430,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","HU","Hungary",84.642482910,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","IE","Ireland",52.441120250,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","IS","Iceland",36.159222120,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","IT","Italy",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","LT","Lithuania",40.598891840,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","LU","Luxembourg",45.118818810,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","LV","Latvia",3.725902470,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","MT","Malta",56.403246820,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","NL","Netherlands",42.988594780,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","NO","Norway",44.866024200,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","PL","Poland",1.718167210,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","PT","Portugal",2.612093000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","RO","Romania",1.565122660,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","SE","Sweden",94.179395330,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","SI","Slovenia",64.376205230,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","SK","Slovakia",128.178429390,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","UK","United Kingdom",92.203348550,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","AT","Austria",81.409385760,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","BE","Belgium",88.894845660,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","BG","Bulgaria",2.823680440,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","CY","Cyprus",2.475483860,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","CZ","Czechia",228.201234370,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","DE","Germany",89.729706410,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","DK","Denmark",82.561639570,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","EE","Estonia",22.645340530,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","EL","Greece",4.228585460,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","ES","Spain",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","EU27_21","EU (without UK)",59.772417000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","EU27_UK_21","EU (with UK until 2019)",64.690188000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","EUEEA30_21","EU/EEA (without UK)",59.519436000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","EUEEAUK_21","EU/EEA (with UK until 2019)",64.410970000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","FI","Finland",84.504095630,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","FR","France",50.256315460,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","HR","Croatia",36.366508540,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","HU","Hungary",87.035380240,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","IE","Ireland",53.128397220,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","IS","Iceland",38.492883320,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","IT","Italy",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","LT","Lithuania",42.408703580,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","LU","Luxembourg",89.891696120,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","LV","Latvia",4.570947960,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","MT","Malta",47.067704220,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","NL","Netherlands",38.316292190,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","NO","Norway",44.466015350,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","PL","Poland",2.035967400,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","PT","Portugal",3.471507040,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","RO","Romania",2.616319300,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","SE","Sweden",111.876773730,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","SI","Slovenia",79.547018000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","SK","Slovakia",140.465278790,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","UK","United Kingdom",90.091559000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","AT","Austria",82.116845520,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","BE","Belgium",76.191050040,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","BG","Bulgaria",2.745759940,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","CY","Cyprus",2.339723110,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","CZ","Czechia",229.950032230,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","DE","Germany",83.918580730,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","DK","Denmark",74.015845820,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","EE","Estonia",21.662543180,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","EL","Greece",3.194593550,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","ES","Spain",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","EU27_21","EU (without UK)",56.833644000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","EU27_UK_21","EU (with UK until 2019)",63.226882000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","EUEEA30_21","EU/EEA (without UK)",57.072359000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","EUEEAUK_21","EU/EEA (with UK until 2019)",63.339946000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","FI","Finland",77.935099630,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","FR","France",49.236776820,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","HR","Croatia",40.585304600,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","HU","Hungary",79.683096640,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","IE","Ireland",58.084814690,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","IS","Iceland",35.170785190,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","IT","Italy",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","LT","Lithuania",34.762407720,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","LU","Luxembourg",103.780979800,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","LV","Latvia",3.025461040,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","MT","Malta",50.184989250,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","NL","Netherlands",32.536311390,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","NO","Norway",73.844920340,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","PL","Poland",2.301637550,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","PT","Portugal",5.781034770,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","RO","Romania",2.377322400,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","SE","Sweden",106.131441900,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","SI","Slovenia",68.154480260,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","SK","Slovakia",127.793222980,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","UK","United Kingdom",96.085996530,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","AT","Austria",90.668305550,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","BE","Belgium",70.938604760,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","BG","Bulgaria",2.709206790,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","CY","Cyprus",3.008437510,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","CZ","Czechia",215.785874810,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","DE","Germany",81.631937230,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","DK","Denmark",78.859196800,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","EE","Estonia",31.156828000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","EL","Greece",3.323661810,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","ES","Spain",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","EU27_21","EU (without UK)",57.326642000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","EU27_UK_21","EU (with UK until 2019)",64.050282000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","EUEEA30_21","EU/EEA (without UK)",57.494158000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","EUEEAUK_21","EU/EEA (with UK until 2019)",64.098449000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","FI","Finland",92.488296120,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","FR","France",55.881113040,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","HR","Croatia",47.862704910,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","HU","Hungary",72.783084210,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","IE","Ireland",63.017659850,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","IS","Iceland",41.612856930,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","IT","Italy",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","LT","Lithuania",32.717422220,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","LU","Luxembourg",103.819735710,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","LV","Latvia",4.497567430,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","MT","Malta",70.001955000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","NL","Netherlands",34.597530450,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","NO","Norway",69.264801710,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","PL","Poland",1.893266780,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","PT","Portugal",5.927493920,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","RO","Romania",2.933424920,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","SE","Sweden",80.353809720,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","SI","Slovenia",63.138643750,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","SK","Slovakia",153.202574990,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","UK","United Kingdom",98.449493650,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","AT","Austria",74.186329370,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","BE","Belgium",64.047731050,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","BG","Bulgaria",3.271410340,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","CY","Cyprus",2.397536700,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","CZ","Czechia",214.971173160,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","DE","Germany",73.810625010,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","DK","Denmark",93.040383000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","EE","Estonia",26.192237430,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","EL","Greece",3.412715010,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","ES","Spain",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","EU27_21","EU (without UK)",54.152157000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","EU27_UK_21","EU (with UK until 2019)",59.720686000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","EUEEA30_21","EU/EEA (without UK)",54.502886000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","EUEEAUK_21","EU/EEA (with UK until 2019)",59.937847000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","FI","Finland",79.413996470,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","FR","France",57.400054980,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","HR","Croatia",42.244751660,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","HU","Hungary",65.488179580,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","IE","Ireland",56.604081360,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","IS","Iceland",38.096198500,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","IT","Italy",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","LT","Lithuania",43.697909650,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","LU","Luxembourg",44.144428840,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","LV","Latvia",6.927198780,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","MT","Malta",56.325586200,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","NL","Netherlands",34.069410370,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","NO","Norway",77.962363350,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","PL","Poland",1.882926130,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","PT","Portugal",8.631245080,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","RO","Romania",4.146394400,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","SE","Sweden",65.424036800,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","SI","Slovenia",52.140700110,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","SK","Slovakia",141.090018550,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","UK","United Kingdom",88.102842320,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","AT","Austria",60.734312210,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","BE","Belgium",49.407937900,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","BG","Bulgaria",1.826948550,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","CY","Cyprus",2.027015610,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","CZ","Czechia",163.803066390,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","DE","Germany",55.763898120,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","DK","Denmark",64.265023320,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","EE","Estonia",19.940164450,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","EL","Greece",2.033854340,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","ES","Spain",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","EU27_21","EU (without UK)",42.826978000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","EU27_UK_21","EU (with UK until 2019)",42.826978000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","EUEEA30_21","EU/EEA (without UK)",42.844974000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","EUEEAUK_21","EU/EEA (with UK until 2019)",42.844974000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","FI","Finland",37.536477710,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","FR","France",58.823340670,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","HR","Croatia",25.972329850,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","HU","Hungary",45.662399580,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","IE","Ireland",48.726543170,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","IS","Iceland",26.089296790,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","IT","Italy",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","LT","Lithuania",24.480242220,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","LU","Luxembourg",116.433586530,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","LV","Latvia",5.451662360,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","MT","Malta",40.033892770,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","NL","Netherlands",25.246624300,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","NO","Norway",45.122755500,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","PL","Poland",1.090675200,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","PT","Portugal",7.672950480,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","RO","Romania",1.552085020,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","SE","Sweden",33.260425060,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","SI","Slovenia",38.695314240,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","SK","Slovakia",90.163329190,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","AT","Austria",67.381914280,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","BE","Belgium",43.990501920,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","BG","Bulgaria",1.879550310,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","CY","Cyprus",2.678550500,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","CZ","Czechia",152.357874770,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","DE","Germany",57.616477820,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","DK","Denmark",64.040602420,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","EE","Estonia",13.909063290,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","EL","Greece",2.434768790,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","ES","Spain",59.963502800,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","EU27_21","EU (without UK)",46.981356000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","EU27_UK_21","EU (with UK until 2019)",46.981356000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","EUEEA30_21","EU/EEA (without UK)",46.834176000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","EUEEAUK_21","EU/EEA (with UK until 2019)",46.834176000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","FI","Finland",32.491276770,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","FR","France",65.588495750,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","HR","Croatia",28.441502290,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","HU","Hungary",52.287732150,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","IE","Ireland",62.860494040,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","IS","Iceland",15.727022270,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","IT","Italy",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","LI","Liechtenstein",97.298681340,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","LT","Lithuania",12.769701820,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","LU","Luxembourg",92.795361800,""
