"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","EUEEA30_21","EU/EEA (without UK)",21.991868000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","EUEEAUK_21","EU/EEA (with UK until 2019)",20.661460000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","FI","Finland",29.754534260,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","FR","France",27.959987890,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","HR","Croatia",35.179354660,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","HU","Hungary",53.141703270,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","IE","Ireland",5.584481780,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","IS","Iceland",12.282334010,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","IT","Italy",7.349134460,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","LT","Lithuania",38.899639600,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","LU","Luxembourg",20.011643130,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","LV","Latvia",13.889804880,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","MT","Malta",30.738850180,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","NL","Netherlands",9.005876600,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","NO","Norway",21.887364250,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","PL","Poland",21.153218100,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","PT","Portugal",2.340011090,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","RO","Romania",7.579969040,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","SE","Sweden",22.924117950,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","SI","Slovenia",28.965326510,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","SK","Slovakia",75.296130000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","UK","United Kingdom",12.585623300,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","AT","Austria",17.985012330,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","BE","Belgium",27.141813930,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","BG","Bulgaria",14.939883620,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","CY","Cyprus",7.674071550,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","CZ","Czechia",117.742230100,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","DE","Germany",16.831791330,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","DK","Denmark",16.343579130,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","EE","Estonia",8.517952340,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","EL","Greece",4.291759320,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","ES","Spain",-,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","EU27_21","EU (without UK)",22.074475000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","EU27_UK_21","EU (with UK until 2019)",21.030036000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","EUEEA30_21","EU/EEA (without UK)",22.014601000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","EUEEAUK_21","EU/EEA (with UK until 2019)",20.990742000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","FI","Finland",30.154869920,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","FR","France",32.304162890,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","HR","Croatia",37.701322220,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","HU","Hungary",49.657193880,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","IE","Ireland",5.772157540,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","IS","Iceland",13.369796410,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","IT","Italy",6.291572490,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","LT","Lithuania",37.038786660,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","LU","Luxembourg",18.829113360,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","LV","Latvia",19.133012700,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","MT","Malta",28.656488300,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","NL","Netherlands",9.004790680,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","NO","Norway",17.961894070,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","PL","Poland",21.694163390,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","PT","Portugal",3.132583860,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","RO","Romania",6.693289850,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","SE","Sweden",23.719255120,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","SI","Slovenia",19.438899320,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","SK","Slovakia",89.295118240,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2015","UK","United Kingdom",14.633004620,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","AT","Austria",16.263487340,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","BE","Belgium",23.861480700,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","BG","Bulgaria",10.036646330,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","CY","Cyprus",9.076774180,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","CZ","Czechia",110.007321500,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","DE","Germany",15.646964370,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","DK","Denmark",18.940817560,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","EE","Estonia",26.672867530,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","EL","Greece",6.815812090,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","ES","Spain",-,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","EU27_21","EU (without UK)",21.329691000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","EU27_UK_21","EU (with UK until 2019)",20.457406000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","EUEEA30_21","EU/EEA (without UK)",21.260774000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","EUEEAUK_21","EU/EEA (with UK until 2019)",20.408395000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","FI","Finland",27.554494840,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","FR","France",27.749269430,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","HR","Croatia",29.589547630,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","HU","Hungary",48.034252630,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","IE","Ireland",6.326320490,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","IS","Iceland",11.728300380,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","IT","Italy",6.814411030,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","LT","Lithuania",37.250420450,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","LU","Luxembourg",18.741898030,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","LV","Latvia",23.057893080,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","MT","Malta",35.966830580,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","NL","Netherlands",10.582851170,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","NO","Norway",16.600389850,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","PL","Poland",25.595771340,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","PT","Portugal",3.635895960,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","RO","Romania",7.484596230,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","SE","Sweden",22.809827650,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","SI","Slovenia",15.066457120,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","SK","Slovakia",97.654882220,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2016","UK","United Kingdom",15.142466750,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","AT","Austria",19.001774220,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","BE","Belgium",20.243615790,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","BG","Bulgaria",11.208332910,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","CY","Cyprus",6.902183190,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","CZ","Czechia",108.452549520,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","DE","Germany",17.027046220,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","DK","Denmark",18.560495290,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","EE","Estonia",20.142364710,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","EL","Greece",6.240601370,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","ES","Spain",-,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","EU27_21","EU (without UK)",20.363509000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","EU27_UK_21","EU (with UK until 2019)",19.652920000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","EUEEA30_21","EU/EEA (without UK)",20.342828000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","EUEEAUK_21","EU/EEA (with UK until 2019)",19.643587000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","FI","Finland",27.892370700,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","FR","France",24.924605880,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","HR","Croatia",29.897359620,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","HU","Hungary",40.030370820,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","IE","Ireland",7.921606610,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","IS","Iceland",18.915380270,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","IT","Italy",5.524064460,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","LT","Lithuania",35.289110860,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","LU","Luxembourg",19.977415360,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","LV","Latvia",11.537775180,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","MT","Malta",23.245860820,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","NL","Netherlands",8.726542680,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","NO","Norway",18.865351780,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","PL","Poland",23.493030460,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","PT","Portugal",4.481271920,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","RO","Romania",5.874582540,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","SE","Sweden",22.811056510,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","SI","Slovenia",13.311421920,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","SK","Slovakia",106.506617880,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2017","UK","United Kingdom",15.346847400,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","AT","Austria",17.433160880,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","BE","Belgium",25.950580370,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","BG","Bulgaria",8.312016650,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","CY","Cyprus",5.091201940,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","CZ","Czechia",102.742162970,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","DE","Germany",16.055831050,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","DK","Denmark",20.203452920,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","EE","Estonia",23.803513360,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","EL","Greece",5.958385330,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","ES","Spain",-,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","EU27_21","EU (without UK)",21.008498000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","EU27_UK_21","EU (with UK until 2019)",20.051680000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","EUEEA30_21","EU/EEA (without UK)",20.968583000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","EUEEAUK_21","EU/EEA (with UK until 2019)",20.028830000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","FI","Finland",25.956217240,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","FR","France",27.775198350,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","HR","Croatia",32.225118880,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","HU","Hungary",42.553100100,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","IE","Ireland",7.287193250,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","IS","Iceland",18.080068870,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","IT","Italy",6.009856520,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","LT","Lithuania",27.733266490,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","LU","Luxembourg",22.425062910,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","LV","Latvia",21.143736560,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","MT","Malta",24.385065400,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","NL","Netherlands",9.649056480,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","NO","Norway",18.147075910,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","PL","Poland",23.867274150,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","PT","Portugal",2.934595350,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","RO","Romania",7.218375460,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","SE","Sweden",20.167501920,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","SI","Slovenia",13.256696080,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","SK","Slovakia",124.763003570,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2018","UK","United Kingdom",14.283219000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","AT","Austria",21.063860400,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","BE","Belgium",22.059236250,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","BG","Bulgaria",8.485667000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","CY","Cyprus",7.078441690,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","CZ","Czechia",122.152528680,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","DE","Germany",16.254068800,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","DK","Denmark",19.272896810,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","EE","Estonia",11.322292830,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","EL","Greece",5.995562160,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","ES","Spain",-,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","EU27_21","EU (without UK)",20.889345000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","EU27_UK_21","EU (with UK until 2019)",19.987471000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","EUEEA30_21","EU/EEA (without UK)",20.878091000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","EUEEAUK_21","EU/EEA (with UK until 2019)",19.988673000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","FI","Finland",21.294259660,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","FR","France",27.709494470,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","HR","Croatia",32.088347950,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","HU","Hungary",45.555214920,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","IE","Ireland",7.075510170,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","IS","Iceland",14.005955330,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","IT","Italy",5.443298390,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","LT","Lithuania",26.340427110,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","LU","Luxembourg",21.339188850,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","LV","Latvia",22.812880210,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","MT","Malta",26.541912920,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","NL","Netherlands",10.822213050,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","NO","Norway",20.494680010,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","PL","Poland",22.049986710,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","PT","Portugal",4.203718010,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","RO","Romania",7.123557090,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","SE","Sweden",19.452238640,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","SI","Slovenia",17.396252020,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","SK","Slovakia",91.589255210,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2019","UK","United Kingdom",14.581276980,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","AT","Austria",9.178677960,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","BE","Belgium",13.842554180,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","BG","Bulgaria",2.690073850,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","CY","Cyprus",7.882838490,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","CZ","Czechia",98.336076160,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","DE","Germany",10.417629710,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","DK","Denmark",10.544822100,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","EE","Estonia",6.847377220,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","EL","Greece",3.554580300,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","ES","Spain",-,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","EU27_21","EU (without UK)",14.304250000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","EU27_UK_21","EU (with UK until 2019)",14.304250000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","EUEEA30_21","EU/EEA (without UK)",14.218753000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","EUEEAUK_21","EU/EEA (with UK until 2019)",14.218753000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","FI","Finland",9.338872950,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","FR","France",21.882357000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","HR","Croatia",19.368359830,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","HU","Hungary",30.339240610,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","IE","Ireland",4.310657390,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","IS","Iceland",8.787973650,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","IT","Italy",4.548846930,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","LT","Lithuania",14.995937850,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","LU","Luxembourg",14.853667410,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","LV","Latvia",15.516269800,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","MT","Malta",34.203714210,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","NL","Netherlands",6.238300710,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","NO","Norway",8.215993050,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","PL","Poland",13.678226260,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","PT","Portugal",2.544700030,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","RO","Romania",2.110835630,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","SE","Sweden",7.988311690,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","SI","Slovenia",10.210600790,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2020","SK","Slovakia",62.020497720,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","AT","Austria",11.116504550,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","BE","Belgium",18.035846150,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","BG","Bulgaria",3.484397120,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","CY","Cyprus",4.575857100,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","CZ","Czechia",92.451935780,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","DE","Germany",9.793754990,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","DK","Denmark",11.849223760,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","EE","Estonia",8.420622100,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","EL","Greece",2.659516680,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","ES","Spain",17.826049990,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","EU27_21","EU (without UK)",16.774862000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","EU27_UK_21","EU (with UK until 2019)",16.774862000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","EUEEA30_21","EU/EEA (without UK)",16.659232000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","EUEEAUK_21","EU/EEA (with UK until 2019)",16.659232000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","FI","Finland",8.565553500,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","FR","France",28.683419620,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","HR","Croatia",14.691472870,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","HU","Hungary",33.892480470,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","IE","Ireland",3.455629320,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","IS","Iceland",14.371244490,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","IT","Italy",6.360973810,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","LI","Liechtenstein",17.923441300,""
