"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"West Nile virus infection","All cases","Notification rate","N/100000","2017","EU27_UK_21","EU (with UK until 2019)",0.049160000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","EUEEA30_21","EU/EEA (without UK)",0.057046000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","EUEEAUK_21","EU/EEA (with UK until 2019)",0.048518000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","FR","France",0.002993570,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","HR","Croatia",0.120359740,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","HU","Hungary",0.234752300,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","IS","Iceland",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","IT","Italy",0.089124430,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","ME","Montenegro",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","PT","Portugal",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","RO","Romania",0.335981320,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","RS","Serbia",0.695995830,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","SI","Slovenia",0.048405170,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","UK","United Kingdom",0.001518730,""
"West Nile virus infection","All cases","Notification rate","N/100000","2017","XK","Kosovo*",0.112137100,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","AL","Albania",0.034839270,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","AT","Austria",0.306043780,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","BE","Belgium",0.017546030,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","BG","Bulgaria",0.212764930,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","CY","Cyprus",0.115709130,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","CZ","Czechia",0.065975150,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","DE","Germany",0.013286250,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","EL","Greece",2.941952750,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","ES","Spain",0.002143230,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","EU27_21","EU (without UK)",0.366008000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","EU27_UK_21","EU (with UK until 2019)",0.318728000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","EUEEA30_21","EU/EEA (without UK)",0.361377000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","EUEEAUK_21","EU/EEA (with UK until 2019)",0.315217000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","FR","France",0.043266640,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","HR","Croatia",1.534529470,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","HU","Hungary",2.300996760,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","IS","Iceland",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","IT","Italy",1.021758270,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","ME","Montenegro",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","NL","Netherlands",0.011640700,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","PT","Portugal",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","RO","Romania",1.418078010,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","RS","Serbia",5.927348700,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","SE","Sweden",0.118574230,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","SI","Slovenia",0.241910510,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","SK","Slovakia",0.018371810,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","UK","United Kingdom",0.004526690,""
"West Nile virus infection","All cases","Notification rate","N/100000","2018","XK","Kosovo*",0.778423860,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","AT","Austria",0.045152960,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","BE","Belgium",0.008729410,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","BG","Bulgaria",0.099999440,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","CY","Cyprus",2.740041940,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","CZ","Czechia",0.018779690,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","DE","Germany",0.014454480,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","EL","Greece",2.116629250,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","EU27_21","EU (without UK)",0.100308000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","EU27_UK_21","EU (with UK until 2019)",0.087327000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","EUEEA30_21","EU/EEA (without UK)",0.099030000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","EUEEAUK_21","EU/EEA (with UK until 2019)",0.086359000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","FR","France",0.005954360,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","HR","Croatia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","HU","Hungary",0.378603530,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","IS","Iceland",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","IT","Italy",0.091947600,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","ME","Montenegro",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","MK","North Macedonia",0.288859830,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","PT","Portugal",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","RO","Romania",0.345103630,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","RS","Serbia",0.387721350,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","SE","Sweden",0.009774990,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","SK","Slovakia",0.018347200,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","UK","United Kingdom",0.001500440,""
"West Nile virus infection","All cases","Notification rate","N/100000","2019","XK","Kosovo*",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","BG","Bulgaria",0.014385420,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","DE","Germany",0.027655290,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","EL","Greece",1.343463420,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","ES","Spain",0.162678520,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","EU27_21","EU (without UK)",0.075425000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","EU27_UK_21","EU (with UK until 2019)",0.075425000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","EUEEA30_21","EU/EEA (without UK)",0.074458000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","EUEEAUK_21","EU/EEA (with UK until 2019)",0.074458000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","FR","France",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","HR","Croatia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","HU","Hungary",0.030707730,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","IS","Iceland",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","IT","Italy",0.119044640,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","NL","Netherlands",0.045956970,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","PT","Portugal",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","RO","Romania",0.031041700,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2020","XK","Kosovo*",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","AT","Austria",0.044779470,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","DE","Germany",0.006012860,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","EL","Greece",0.561869720,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","ES","Spain",0.012658570,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","EU27_21","EU (without UK)",0.035814000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","EU27_UK_21","EU (with UK until 2019)",0.035814000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","EUEEA30_21","EU/EEA (without UK)",0.035349000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","EUEEAUK_21","EU/EEA (with UK until 2019)",0.035349000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","FR","France",0.004434150,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","HR","Croatia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","HU","Hungary",0.082213410,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","IS","Iceland",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","IT","Italy",0.109730170,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","LI","Liechtenstein",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","MK","North Macedonia",0.145011040,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","PT","Portugal",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","RO","Romania",0.036455170,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","RS","Serbia",0.261949740,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2021","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","AT","Austria",0.089097480,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","BG","Bulgaria",0.014622150,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","CZ","Czechia",0.019017350,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","DE","Germany",0.022826350,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","EL","Greece",2.734282600,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","ES","Spain",0.008432960,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","EU27_21","EU (without UK)",0.258130000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","EU27_UK_21","EU (with UK until 2019)",0.258130000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","EUEEA30_21","EU/EEA (without UK)",0.254755000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","EUEEAUK_21","EU/EEA (with UK until 2019)",0.254755000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","FI","Finland",0.018023730,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","FR","France",0.016206990,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","HR","Croatia",0.207130190,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","HU","Hungary",0.144493600,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","IS","Iceland",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","IT","Italy",1.233268430,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","LI","Liechtenstein",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","MK","North Macedonia",0.108866400,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","MT","Malta",0.191949260,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","PL","Poland",0.002655740,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","PT","Portugal",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","RO","Romania",0.278325450,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","RS","Serbia",3.324944950,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Notification rate","N/100000","2022","SK","Slovakia",0.018400230,""
